11,39
16,99
74,50
14,36
28,96
34,61
31,84
40,27
63,50
20,29
85,17
52,48
88,26
98,28
94,47
59,24
76,10
64,85
89,37
48,08
27,06
55,63
47,77
03,72
35,29
19,94
88,25
47,38
95,30
27,03
02,59
07,78
59,02
91,46
19,89
77,79
53,32
18,69
64,28
74,23
58,98
05,04
66,22
39,53
77,64
90,97
06,51
01,31
67,47
72,88
62,76
52,64
25,64
37,71
76,04
68,14
88,17
48,83
93,62
40,87
88,29
37,41
73,33
84,83
37,25
16,45
23,11
31,61
43,81
98,56
16,53
80,80
69,30
56,14
95,76
02,91
91,98
07,26
78,33
88,56
22,84
15,54
09,68
14,11
36,43
25,08
83,61
69,13
12,49
39,68
30,54
94,69
42,24
35,66
68,90
59,85
61,13
66,71
16,64
83,48
82,54
11,63
63,14
56,21
56,49
84,21
70,71
31,17
64,04
44,83
46,18
54,99
54,09
94,31
25,60
21,81
71,64
88,73
76,07
17,74
82,41
48,15
43,92
75,82
98,54
81,82
07,03
33,56
16,85
34,43
83,20
29,61
38,54
56,16
26,64
93,62
14,61
42,10
61,27
04,83
49,39
58,42
97,72
03,76
47,79
27,39
07,87
25,90
34,48
32,17
77,93
85,36
66,26
50,76
07,66
42,34
84,09
33,02
37,90
72,16
70,02
75,47
62,21
53,04
79,13
84,24
26,61
70,68
88,19
34,80
22,56
54,38
50,98
93,61
42,30
51,53
86,84
07,27
66,50
54,04
44,90
79,83
02,02
06,78
50,32
67,15
40,66
20,81
41,20
89,68
22,73
62,03
10,67
95,30
71,91
61,65
18,01
04,71
64,42
54,96
22,41
58,15
25,93
52,97
66,37
54,34
89,83
96,51
05,84
00,14
68,72
56,81
97,04
06,33
38,62
91,88
00,41
10,18
57,52
06,35
89,21
79,32
28,08
84,15
08,98
50,84
66,32
40,98
74,08
13,72
28,74
41,06
24,06
59,21
20,09
24,90
60,81
88,16
70,54
07,25
60,19
59,96
00,24
74,84
38,45
72,42
79,36
84,18
41,18
55,70
37,02
86,48
13,94
52,28
52,95
21,32
09,80
78,82
10,88
35,75
71,04
58,01
22,81
09,48
63,17
21,50
12,96
83,83
63,97
06,29
65,42
34,28
35,97
73,35
54,32
34,73
69,08
05,65
56,84
24,07
67,17
47,10
18,37
94,75
69,80
11,08
77,58
81,07
42,85
55,15
82,86
57,12
47,72
16,08
23,42
10,26
90,47
74,87
80,30
98,77
93,47
15,32
71,36
58,32
67,56
24,20
52,56
64,74
76,93
84,86
12,00
47,82
71,61
13,63
23,19
81,04
24,72
60,56
38,06
56,38
62,76
69,78
05,56
14,78
02,18
02,94
59,73
73,34
81,60
36,21
02,99
77,76
04,21
87,81
87,18
51,44
94,02
85,00
78,42
43,15
87,56
71,40
87,30
13,35
04,99
20,41
02,20
14,70
11,78
87,78
23,58
96,08
11,79
35,54
90,20
69,66
56,56
06,73
20,72
44,70
06,99
63,85
18,23
81,40
55,31
50,49
26,28
67,81
33,20
40,01
46,55
62,46
45,32
46,05
49,59
41,68
54,38
43,28
04,75
07,38
19,62
60,66
03,60
15,09
06,35
14,56
25,59
21,53
52,62
45,04
81,47
41,27
24,59
49,76
11,34
62,03
16,97
93,34
50,08
61,32
79,59
20,07
88,78
27,28
15,26
82,74
25,70
93,25
56,45
66,32
76,03
65,60
01,61
54,39
74,60
15,33
53,20
74,55
68,55
08,25
63,15
49,01
65,21
39,47
04,25
26,46
19,34
24,72
83,94
16,28
35,27
24,85
37,00
74,23
73,97
68,98
13,88
46,00
74,90
63,87
24,31
06,15
80,03
66,14
09,71
05,56
38,66
45,42
87,49
70,77
81,10
41,82
36,99
69,14
18,01
82,70
66,96
04,68
66,38
14,98
31,82
84,77
55,69
55,35
61,85
63,14
43,51
94,11
62,61
07,19
82,98
04,52
06,05
56,98
42,29
53,13
56,16
85,04
95,83
76,10
35,48
46,74
77,34
64,15
62,92
10,87
16,35
18,38
59,76
33,81
23,77
32,24
81,08
29,03
97,09
47,67
45,37
72,10
77,61
50,59
67,96
91,43
77,16
68,80
67,06
70,43
22,37
64,85
98,86
06,65
76,17
04,46
01,05
65,79
03,12
27,61
64,22
87,92
98,35
51,87
45,40
89,09
88,90
67,06
03,84
48,07
93,52
07,11
10,41
56,99
87,40
20,55
23,57
52,33
70,72
89,21
00,07
49,05
11,12
84,39
51,54
43,54
82,55
77,84
80,95
67,23
35,48
00,28
13,02
13,39
21,80
38,07
24,80
82,46
01,78
64,13
37,40
56,47
87,61
89,73
38,07
09,83
27,64
41,05
38,83
59,39
31,38
69,18
49,99
70,65
50,57
14,95
16,62
89,34
69,28
55,54
06,74
44,40
15,83
98,04
70,39
96,54
36,89
84,85
80,22
96,34
68,44
08,96
40,51
44,87
19,41
73,44
21,12
50,18
35,31
48,46
95,44
25,31
72,45
06,77
79,42
39,31
81,77
75,98
47,93
31,03
39,38
78,28
98,63
49,36
95,81
45,31
58,16
87,42
00,76
92,10
48,21
47,96
31,01
39,36
60,38
69,27
35,18
41,80
36,04
46,23
97,90
45,64
26,54
46,82
74,70
40,21
46,00
55,24
15,16
35,96
37,04
47,62
68,70
77,34
65,90
24,39
22,00
47,59
44,55
26,19
01,74
08,70
09,27
71,59
41,60
86,67
33,49
67,03
28,80
03,56
46,98
52,67
43,45
95,82
15,72
78,50
26,02
24,14
09,47
17,25
23,89
54,08
20,46
42,52
57,69
00,55
10,16
54,23
29,33
05,76
63,46
28,17
18,35
15,06
10,28
34,46
76,89
36,74
06,11
93,64
98,98
32,03
30,27
80,29
50,33
44,28
31,75
27,16
88,76
21,62
64,42
42,13
69,76
61,53
16,51
90,69
03,04
62,95
67,36
49,08
76,26
42,11
56,61
93,72
98,08
37,56
09,73
67,41
70,45
14,62
82,55
89,26
41,16
33,11
24,92
88,38
92,78
56,75
79,97
69,08
97,93
28,86
00,92
17,65
47,93
58,59
85,01
19,55
95,92
32,25
74,55
46,32
94,66
61,11
38,31
41,77
65,89
79,63
45,57
31,33
69,92
01,06
02,20
65,96
52,31
33,11
09,62
01,78
05,23
93,59
82,59
01,95
74,03
21,75
78,77
71,37
55,45
40,52
15,63
04,56
53,14
23,99
53,32
42,00
66,50
27,97
87,12
62,21
49,50
82,69
31,98
97,34
22,81
67,71
28,32
22,74
74,26
95,30
02,69
49,81
66,31
02,67
80,61
07,58
67,69
27,12
44,61
74,19
90,43
47,14
31,09
01,72
56,92
34,53
25,10
45,08
26,27
73,89
65,15
05,91
39,34
09,71
75,75
64,72
82,10
43,14
79,55
83,32
53,00
63,27
87,66
40,82
23,67
33,04
64,51
53,39
29,12
20,70
54,67
59,66
73,07
39,15
30,03
95,60
36,46
92,68
49,12
57,42
88,16
32,11
55,17
85,59
67,35
52,64
25,46
89,54
45,62
94,48
74,19
64,65
24,55
21,95
67,67
47,61
24,49
86,34
27,79
11,55
98,14
47,92
38,38
74,03
89,38
96,26
42,67
80,32
63,30
40,21
87,20
78,52
02,92
87,73
30,42
17,39
14,52
72,50
35,45
52,16
08,16
46,97
02,25
60,16
27,72
90,46
35,55
28,50
85,79
81,97
45,09
00,99
28,17
72,37
76,66
51,03
65,62
46,04
18,21
55,16
78,35
29,97
91,18
36,00
26,62
66,17
44,21
68,20
37,09
54,28
65,47
38,34
48,30
15,13
22,17
57,80
41,50
41,64
77,74
67,21
84,48
49,98
78,25
61,09
20,80
47,10
12,94
08,43
61,59
08,47
33,00
54,93
39,77
58,87
16,21
37,82
31,95
33,53
48,29
48,74
27,58
91,56
98,11
53,18
39,02
68,77
87,40
77,82
46,32
35,40
02,85
43,46
69,16
50,75
04,92
48,12
01,19
10,58
79,04
71,35
93,55
