35,96
65,66
13,96
87,74
67,80
78,98
94,25
74,36
48,67
23,41
01,47
61,87
02,99
96,57
46,12
01,36
55,22
80,97
75,99
67,72
94,49
28,06
57,31
63,89
96,53
93,82
09,60
16,87
02,27
63,06
55,92
48,00
75,91
44,26
83,14
68,05
14,08
12,39
40,08
91,41
27,81
94,40
96,17
82,14
68,37
90,39
86,00
78,34
56,93
55,87
73,87
59,95
52,06
77,55
71,58
73,17
93,59
21,37
01,37
47,39
46,15
07,17
22,53
91,72
31,85
67,05
98,72
96,25
09,14
00,45
32,38
08,64
49,66
28,54
06,44
02,38
96,00
67,06
20,06
28,39
44,16
81,09
28,46
53,12
62,90
20,23
08,83
92,75
10,80
08,18
79,86
80,36
94,17
75,79
51,61
87,72
51,97
17,45
30,73
80,50
66,14
56,79
41,29
64,43
12,28
47,91
13,96
44,09
29,66
00,54
65,36
10,32
49,67
80,72
81,92
29,09
64,69
40,31
08,88
18,73
11,04
31,00
07,35
50,97
61,17
32,00
05,80
46,67
60,01
00,60
48,66
81,03
04,97
15,35
96,17
59,34
79,06
13,54
59,83
72,75
85,70
49,83
45,50
97,78
46,15
63,71
91,39
60,00
66,84
68,95
10,54
28,70
46,49
42,08
11,12
98,39
56,12
25,83
87,20
47,26
90,19
26,39
53,66
44,19
87,38
33,28
68,33
58,45
29,90
55,14
74,97
80,51
08,37
28,48
70,62
47,39
95,59
17,30
64,48
54,62
05,91
02,39
41,74
09,53
14,25
17,17
37,23
70,88
45,75
76,18
44,64
16,71
53,04
14,15
27,40
56,27
92,83
29,42
72,55
29,54
23,13
37,45
38,19
00,67
32,76
86,87
54,08
81,51
28,37
23,07
25,62
24,59
21,86
43,95
39,45
98,84
35,57
28,35
18,95
45,62
38,00
72,41
88,85
30,91
20,80
20,18
09,80
27,95
03,04
38,75
02,35
00,88
95,20
41,52
59,04
41,94
90,67
33,23
45,86
12,81
38,20
01,82
06,04
78,26
66,03
80,73
90,23
63,26
66,97
44,56
71,02
81,28
92,14
97,79
50,18
45,39
42,75
93,95
02,40
96,67
18,34
96,35
79,97
45,96
81,15
78,53
89,43
57,34
31,08
65,37
95,87
76,59
14,65
77,20
58,64
43,39
28,78
75,07
02,70
87,44
31,01
53,92
15,63
94,45
56,68
84,59
46,24
47,02
84,15
60,12
94,55
63,61
04,79
47,35
45,17
94,79
54,72
26,53
56,01
26,98
63,44
42,26
42,76
05,87
88,60
73,06
00,45
05,54
90,05
84,73
92,63
03,80
70,88
12,77
22,13
57,64
25,02
88,02
85,23
32,39
88,99
18,25
20,30
43,49
54,97
74,41
51,73
67,07
01,33
86,85
17,22
70,52
37,69
67,26
20,74
12,16
14,32
25,54
70,98
79,22
05,48
10,88
12,87
32,03
37,65
17,46
83,54
24,18
23,85
89,84
89,94
11,07
67,53
75,31
27,13
50,13
83,62
62,11
04,68
30,05
10,78
77,27
48,17
88,36
36,06
07,13
00,95
09,07
61,33
27,00
31,24
05,85
01,46
63,77
82,91
58,35
91,42
05,92
12,72
78,81
23,29
24,77
45,66
33,53
10,48
03,90
86,29
02,68
41,92
75,01
11,35
84,15
98,62
36,93
51,27
21,66
98,57
25,83
50,70
48,57
50,05
94,53
69,54
63,36
11,79
65,24
69,33
28,50
40,04
77,95
57,43
16,02
70,83
29,64
73,71
45,81
26,06
14,24
19,00
53,70
57,65
68,50
65,13
75,37
52,40
64,03
86,54
38,03
72,30
54,03
23,38
89,13
95,16
63,41
49,01
20,61
28,14
62,86
69,94
68,50
88,69
48,25
54,99
33,16
53,94
24,26
34,74
65,96
06,69
65,92
43,40
50,92
05,96
20,35
50,92
25,40
94,54
79,26
33,74
49,01
79,47
75,35
65,19
85,47
86,72
00,17
66,91
96,59
79,30
77,93
36,61
36,17
30,25
14,27
96,82
62,27
81,49
10,09
47,86
88,28
13,53
95,38
59,15
13,79
95,01
87,06
72,49
91,48
85,08
09,94
71,22
44,27
20,15
41,42
57,60
04,17
87,03
46,47
48,70
63,30
37,12
76,19
15,96
87,34
44,25
57,70
29,61
17,66
97,90
96,60
44,42
12,20
91,67
70,14
45,91
40,76
90,26
91,94
12,40
56,05
36,05
97,97
90,52
54,63
89,82
09,61
74,51
61,93
59,24
89,67
59,76
56,37
41,24
62,23
18,70
78,91
35,76
69,81
70,34
68,32
17,02
57,45
39,62
90,99
11,19
67,79
90,45
43,30
48,62
27,95
07,81
29,14
56,69
44,50
26,75
40,75
34,64
08,60
72,20
97,72
16,78
52,28
48,01
24,56
57,52
00,75
12,82
85,55
87,94
96,50
60,00
43,95
78,84
00,38
32,78
19,23
22,85
82,74
42,64
98,70
87,24
90,27
59,99
86,45
26,38
60,37
15,63
04,60
15,49
27,57
00,07
58,51
98,40
07,99
07,14
94,84
55,28
59,49
40,42
50,23
48,30
15,07
29,05
53,84
42,82
71,82
31,45
24,95
54,65
55,69
87,03
35,60
78,11
40,61
64,56
31,27
84,30
60,24
80,44
26,67
11,72
30,31
35,06
14,88
74,09
25,57
65,70
71,33
11,29
84,94
62,38
53,48
30,80
27,80
94,68
41,45
89,08
87,31
01,26
06,61
21,97
26,88
52,33
34,27
60,42
81,35
64,50
72,11
54,88
69,57
41,53
31,00
41,71
92,91
48,83
03,35
63,70
37,47
06,85
47,97
37,42
92,78
25,76
13,36
51,65
91,23
85,78
56,79
61,31
77,64
38,41
80,77
63,70
17,07
32,57
63,65
83,62
71,29
32,93
40,05
85,99
62,26
44,74
69,82
12,10
71,32
89,74
91,39
92,27
30,20
00,94
55,89
38,16
90,11
54,86
04,25
85,86
63,23
83,65
58,47
21,39
67,75
72,09
65,55
10,85
32,28
42,97
36,14
75,27
53,31
76,62
16,89
24,86
21,07
25,46
39,08
86,86
85,63
97,55
71,29
66,21
61,40
75,76
32,63
85,80
21,41
73,22
06,34
49,53
72,76
96,50
37,57
36,81
78,35
86,48
77,79
68,16
93,27
96,68
86,12
30,63
14,65
70,24
97,01
06,76
22,84
88,53
12,67
91,05
39,03
38,83
69,70
71,12
04,78
07,65
13,99
28,40
36,21
44,14
75,86
04,96
23,47
55,69
67,26
91,82
53,35
70,60
66,02
35,26
91,81
09,13
81,23
29,02
68,02
08,37
75,01
78,44
51,34
21,81
07,35
28,34
52,67
67,20
92,94
01,44
12,64
29,20
53,72
13,54
88,59
38,16
45,14
93,42
12,99
34,67
80,10
23,35
09,97
91,91
61,14
37,72
67,60
19,24
49,42
76,86
63,40
85,25
49,10
44,31
33,04
22,54
69,51
29,30
34,07
15,26
92,09
06,78
13,30
76,86
68,91
46,72
56,35
28,14
39,28
96,68
83,93
96,74
66,16
75,60
15,63
97,57
55,84
94,76
15,09
49,32
36,74
74,55
16,66
07,33
59,18
30,38
95,44
62,45
89,62
27,42
62,48
00,29
52,78
72,10
25,18
53,23
07,19
69,62
82,98
06,15
27,73
13,40
98,74
68,53
97,89
93,53
90,66
37,58
07,84
08,78
11,90
78,75
88,85
06,04
67,86
13,49
46,80
82,92
58,30
69,62
37,48
53,86
06,85
64,69
10,77
18,55
00,67
15,05
38,59
63,06
53,39
26,14
93,51
66,09
35,23
31,22
